crop,country,year,clp_export_quantity,clp_export_value,clp_import_quantity,clp_import_value
New Zealand Spinach,World,2012,63,66,100,103
New Zealand Spinach,World,2013,65,71,102,105
Noog,World,2010,100,103,143,147
Noog,World,2011,101,103,149,151
Noog,World,2012,100,103,148,154
Noog,World,2013,106,107,154,162
Nutmeg,World,2010,81,92,138,148
Nutmeg,World,2011,79,89,137,150
Nutmeg,World,2012,83,93,144,151
Nutmeg,World,2013,78,90,143,155
Oats,World,2010,79,78,167,168
Oats,World,2011,86,88,167,168
Oats,World,2012,82,82,170,171
Oats,World,2013,83,86,170,171
Oca,World,2010,80,82,103,115
Oca,World,2011,84,85,107,117
Oca,World,2012,89,95,111,120
Oca,World,2013,87,91,117,125
Oil palm,World,2010,118,119,183,185
Oil palm,World,2011,122,125,179,183
Oil palm,World,2012,116,119,182,184
Oil palm,World,2013,125,127,182,185
Oiticica,World,2010,100,103,143,147
Oiticica,World,2011,101,103,149,151
Oiticica,World,2012,100,103,148,154
Oiticica,World,2013,106,107,154,162
Okra,World,2010,NA,NA,NA,NA
Okra,World,2011,NA,NA,NA,NA
Okra,World,2012,NA,NA,NA,NA
Okra,World,2013,NA,NA,NA,NA
Olives,World,2010,107,111,189,188
Olives,World,2011,110,116,188,188
Olives,World,2012,113,114,189,190
Olives,World,2013,120,123,189,189
Onions,World,2010,127,129,185,185
Onions,World,2011,126,126,185,185
Onions,World,2012,129,127,184,183
Onions,World,2013,132,129,186,187
Orache,World,2010,57,60,82,88
Orache,World,2011,52,62,86,91
Orache,World,2012,63,66,100,103
Orache,World,2013,65,71,102,105
Oranges,World,2010,141,142,190,190
Oranges,World,2011,143,145,189,189
Oranges,World,2012,143,144,189,189
Oranges,World,2013,144,145,189,189
Papayas,World,2010,68,69,101,102
Papayas,World,2011,69,72,95,98
Papayas,World,2012,68,76,97,102
Papayas,World,2013,71,80,104,106
Parsley,World,2010,147,146,185,186
Parsley,World,2011,153,153,186,187
Parsley,World,2012,145,146,181,181
Parsley,World,2013,149,148,186,189
Parsnip,World,2010,147,146,185,186
Parsnip,World,2011,153,153,186,187
Parsnip,World,2012,145,146,181,181
Parsnip,World,2013,149,148,186,189
Passionfruit,World,2010,46,48,72,77
Passionfruit,World,2011,40,44,71,76
Passionfruit,World,2012,45,48,75,79
Passionfruit,World,2013,46,46,78,82
Pawpaw,World,2010,129,131,170,174
Pawpaw,World,2011,135,137,169,171
Pawpaw,World,2012,135,136,175,176
Pawpaw,World,2013,136,137,174,177
Peaches and nectarines,World,2010,84,84,134,139
Peaches and nectarines,World,2011,84,85,139,142
Peaches and nectarines,World,2012,86,87,144,146
Peaches and nectarines,World,2013,88,90,144,146
Pearl millet,World,2010,68,71,124,127
Pearl millet,World,2011,73,74,128,129
Pearl millet,World,2012,67,68,123,126
Pearl millet,World,2013,74,73,128,133
Pears,World,2010,91,92,167,167
Pears,World,2011,93,93,169,170
Pears,World,2012,91,94,170,171
Pears,World,2013,90,93,169,170
Peas,World,2010,101,100,173,172
Peas,World,2011,105,103,172,172
Peas,World,2012,110,109,174,176
Peas,World,2013,107,106,175,176
Pecan,World,2010,114,118,159,171
Pecan,World,2011,108,116,165,174
Pecan,World,2012,112,112,164,174
Pecan,World,2013,111,114,168,176
Pepper,World,2010,107,113,173,176
Pepper,World,2011,112,119,174,177
Pepper,World,2012,117,125,175,177
Pepper,World,2013,119,127,178,179
Peppermint,World,2010,NA,NA,1,1
Peppermint,World,2011,NA,NA,NA,NA
Peppermint,World,2012,NA,NA,NA,NA
Peppermint,World,2013,NA,NA,NA,NA
Perilla,World,2010,100,103,143,147
Perilla,World,2011,101,103,149,151
Perilla,World,2012,100,103,148,154
Perilla,World,2013,106,107,154,162
Persimmons,World,2010,2,2,1,1
Persimmons,World,2011,2,2,1,1
Persimmons,World,2012,46,45,63,64
Persimmons,World,2013,54,54,75,77
Physic nut,World,2010,100,103,143,147
Physic nut,World,2011,101,103,149,151
Physic nut,World,2012,100,103,148,154
Physic nut,World,2013,106,107,154,162
Pigeonpeas,World,2010,NA,NA,NA,NA
Pigeonpeas,World,2011,NA,NA,NA,NA
Pigeonpeas,World,2012,NA,NA,NA,NA
Pigeonpeas,World,2013,NA,NA,NA,NA
Pili nut,World,2010,114,118,159,171
Pili nut,World,2011,108,116,165,174
Pili nut,World,2012,112,112,164,174
Pili nut,World,2013,111,114,168,176
Pine nut,World,2010,114,118,159,171
Pine nut,World,2011,108,116,165,174
Pine nut,World,2012,112,112,164,174
Pine nut,World,2013,111,114,168,176
Pineapples,World,2010,125,128,177,179
Pineapples,World,2011,127,130,175,177
Pineapples,World,2012,132,131,178,180
Pineapples,World,2013,133,131,180,180
Pistachios,World,2010,71,75,127,141
Pistachios,World,2011,70,72,133,141
Pistachios,World,2012,69,78,129,141
Pistachios,World,2013,72,82,135,144
Plantains,World,2012,34,35,44,45
Plantains,World,2013,36,36,42,43
Plantains,World,2011,65,68,78,78
Plantains,World,2010,66,68,91,93
Plums,World,2010,99,102,152,155
Plums,World,2011,97,100,153,155
Plums,World,2012,97,102,154,155
Plums,World,2013,99,103,155,157
Pomegranate,World,2010,129,131,170,174
Pomegranate,World,2011,135,137,169,171
Pomegranate,World,2012,135,136,175,176
Pomegranate,World,2013,136,137,174,177
Pongamia oil,World,2010,100,103,143,147
Pongamia oil,World,2011,101,103,149,151
Pongamia oil,World,2012,100,103,148,154
Pongamia oil,World,2013,106,107,154,162
Poppies,World,2010,42,42,76,86
Poppies,World,2011,41,44,73,86
Poppies,World,2012,46,48,77,93
Poppies,World,2013,46,48,78,92
Potatoes,World,2010,134,136,198,198
Potatoes,World,2011,136,135,198,198
Potatoes,World,2012,137,137,199,199
Potatoes,World,2013,141,144,198,198
Prickly pear,World,2010,129,131,170,174
Prickly pear,World,2011,135,137,169,171
Prickly pear,World,2012,135,136,175,176
Prickly pear,World,2013,136,137,174,177
Proso millet,World,2010,68,71,124,127
Proso millet,World,2011,73,74,128,129
Proso millet,World,2012,67,68,123,126
Proso millet,World,2013,74,73,128,133
Pumpkin,World,2010,46,47,54,55
Pumpkin,World,2011,47,48,53,52
Pumpkin,World,2012,86,87,88,89
Pumpkin,World,2013,93,95,98,101
Purging croton,World,2010,100,103,143,147
Purging croton,World,2011,101,103,149,151
Purging croton,World,2012,100,103,148,154
Purging croton,World,2013,106,107,154,162
Pyrethrum,World,2012,9,10,9,10
Pyrethrum,World,2013,8,9,8,8
Pyrethrum,World,2010,11,12,13,14
Pyrethrum,World,2011,8,10,10,14
Quinces,World,2010,25,26,37,38
Quinces,World,2011,26,26,40,40
Quinces,World,2012,40,39,57,60
Quinces,World,2013,41,44,62,62
Quinoa,World,2010,NA,NA,NA,NA
Quinoa,World,2011,NA,NA,NA,NA
Quinoa,World,2012,NA,NA,NA,NA
Quinoa,World,2013,NA,NA,NA,NA
Radish,World,2010,147,146,185,186
Radish,World,2011,153,153,186,187
Radish,World,2012,145,146,181,181
Radish,World,2013,149,148,186,189
Rambutan,World,2010,46,48,72,77
Rambutan,World,2011,40,44,71,76
Rambutan,World,2012,45,48,75,79
Rambutan,World,2013,46,46,78,82
Ramie,World,2010,NA,NA,NA,NA
Ramie,World,2011,NA,NA,NA,NA
Ramie,World,2012,NA,NA,NA,NA
Ramie,World,2013,NA,NA,NA,NA
Rapeseed and Mustards,World,2010,110,114,177,179
Rapeseed and Mustards,World,2011,106,110,181,182
Rapeseed and Mustards,World,2012,106,111,178,180
Rapeseed and Mustards,World,2013,110,115,181,182
Raspberries,World,2010,NA,NA,NA,NA
Raspberries,World,2011,NA,NA,NA,NA
Raspberries,World,2012,NA,NA,NA,NA
Raspberries,World,2013,NA,NA,NA,NA
Rhubarb,World,2010,147,146,185,186
Rhubarb,World,2011,153,153,186,187
Rhubarb,World,2012,145,146,181,181
Rhubarb,World,2013,149,148,186,189
Rice (African),World,2010,138,138,201,201
Rice (African),World,2011,139,138,199,199
Rice (African),World,2012,141,141,198,198
Rice (African),World,2013,142,145,199,199
Rice (Asian),World,2010,138,138,201,201
Rice (Asian),World,2011,139,138,199,199
Rice (Asian),World,2012,141,141,198,198
Rice (Asian),World,2013,142,145,199,199
Rice bean,World,2010,131,134,176,178
Rice bean,World,2011,135,140,178,178
Rice bean,World,2012,135,140,178,178
Rice bean,World,2013,135,139,182,182
Roselle,World,2010,NA,NA,NA,NA
Roselle,World,2011,NA,NA,NA,NA
Roselle,World,2012,NA,NA,NA,NA
Roselle,World,2013,NA,NA,NA,NA
"Rubber, natural",World,2010,99,102,141,158
"Rubber, natural",World,2011,98,104,149,157
"Rubber, natural",World,2012,98,108,153,161
"Rubber, natural",World,2013,94,97,152,161
Runner bean,World,2010,131,134,176,178
Runner bean,World,2011,135,140,178,178
Runner bean,World,2012,135,140,178,178
Runner bean,World,2013,135,139,182,182
Rye,World,2010,37,37,65,68
Rye,World,2011,41,41,65,65
Rye,World,2012,41,42,70,68
Rye,World,2013,44,43,67,69
Safflower,World,2010,14,15,24,27
Safflower,World,2011,17,17,29,32
Safflower,World,2012,17,18,25,26
Safflower,World,2013,16,17,29,30
Saffron,World,2010,131,145,188,191
Saffron,World,2011,134,143,188,189
Saffron,World,2012,139,145,190,191
Saffron,World,2013,140,144,191,191
Sago palm,World,2010,80,82,103,115
Sago palm,World,2011,84,85,107,117
Sago palm,World,2012,89,95,111,120
Sago palm,World,2013,87,91,117,125
Salsify,World,2010,147,146,185,186
Salsify,World,2011,153,153,186,187
Salsify,World,2012,145,146,181,181
Salsify,World,2013,149,148,186,189
Sapodilla,World,2010,46,48,72,77
Sapodilla,World,2011,40,44,71,76
Sapodilla,World,2012,45,48,75,79
Sapodilla,World,2013,46,46,78,82
Savory,World,2010,147,146,185,186
Savory,World,2011,153,153,186,187
Savory,World,2012,145,146,181,181
Savory,World,2013,149,148,186,189
Service tree,World,2010,129,131,170,174
Service tree,World,2011,135,137,169,171
Service tree,World,2012,135,136,175,176
Service tree,World,2013,136,137,174,177
Sesame,World,2010,109,111,151,156
Sesame,World,2011,112,116,155,157
Sesame,World,2012,111,115,159,162
Sesame,World,2013,117,119,162,164
Shala tree,World,2010,100,103,143,147
Shala tree,World,2011,101,103,149,151
Shala tree,World,2012,100,103,148,154
Shala tree,World,2013,106,107,154,162
Sisal,World,2010,NA,NA,NA,NA
Sisal,World,2011,NA,NA,NA,NA
Sisal,World,2012,NA,NA,NA,NA
Sisal,World,2013,NA,NA,NA,NA
Snake plant,World,2010,NA,NA,NA,NA
Snake plant,World,2011,NA,NA,NA,NA
Snake plant,World,2012,NA,NA,NA,NA
Snake plant,World,2013,NA,NA,NA,NA
Sorghum,World,2010,63,62,112,109
Sorghum,World,2011,62,63,109,108
Sorghum,World,2012,62,65,122,121
Sorghum,World,2013,64,65,121,124
Sorrel,World,2010,147,146,185,186
Sorrel,World,2011,153,153,186,187
Sorrel,World,2012,145,146,181,181
Sorrel,World,2013,149,148,186,189
Soursop,World,2010,46,48,72,77
Soursop,World,2011,40,44,71,76
Soursop,World,2012,45,48,75,79
Soursop,World,2013,46,46,78,82
Soybeans,World,2010,120,122,190,190
Soybeans,World,2011,126,126,190,190
Soybeans,World,2012,128,129,190,190
Soybeans,World,2013,126,129,192,192
Spinach,World,2010,57,60,82,88
Spinach,World,2011,52,62,86,91
Spinach,World,2012,63,66,100,103
Spinach,World,2013,65,71,102,105
Strawberries,World,2010,77,81,118,123
Strawberries,World,2011,78,83,125,130
Strawberries,World,2012,81,82,129,132
Strawberries,World,2013,81,84,126,132
Strawberry tree,World,2010,129,131,170,174
Strawberry tree,World,2011,135,137,169,171
Strawberry tree,World,2012,135,136,175,176
Strawberry tree,World,2013,136,137,174,177
Sugar apple,World,2010,46,48,72,77
Sugar apple,World,2011,40,44,71,76
Sugar apple,World,2012,45,48,75,79
Sugar apple,World,2013,46,46,78,82
Sugar beets,World,2010,38,39,47,48
Sugar beets,World,2011,35,34,50,51
Sugar beets,World,2012,44,45,53,56
Sugar beets,World,2013,35,35,60,55
Sugarcane,World,2010,NA,NA,NA,NA
Sugarcane,World,2011,NA,NA,NA,NA
Sugarcane,World,2012,NA,NA,NA,NA
Sugarcane,World,2013,NA,NA,NA,NA
Sunflowers,World,2010,110,112,177,179
Sunflowers,World,2011,115,117,177,179
Sunflowers,World,2012,112,111,178,180
Sunflowers,World,2013,115,116,183,185
Sunn hemp,World,2010,NA,NA,NA,NA
Sunn hemp,World,2011,NA,NA,NA,NA
Sunn hemp,World,2012,NA,NA,NA,NA
Sunn hemp,World,2013,NA,NA,NA,NA
Sweetpotatoes,World,2010,83,84,106,111
Sweetpotatoes,World,2011,84,84,111,111
Sweetpotatoes,World,2012,83,83,114,119
Sweetpotatoes,World,2013,88,89,117,122
Sword bean,World,2010,NA,NA,NA,NA
Sword bean,World,2011,NA,NA,NA,NA
Sword bean,World,2012,NA,NA,NA,NA
Sword bean,World,2013,NA,NA,NA,NA
Tallowtree,World,2010,65,66,115,117
Tallowtree,World,2011,63,64,104,105
Tallowtree,World,2012,67,69,110,111
Tallowtree,World,2013,57,59,112,115
Tamarind,World,2010,129,131,170,174
Tamarind,World,2011,135,137,169,171
Tamarind,World,2012,135,136,175,176
Tamarind,World,2013,136,137,174,177
Taro,World,2010,NA,NA,NA,NA
Taro,World,2011,NA,NA,NA,NA
Taro,World,2012,NA,NA,NA,NA
Taro,World,2013,NA,NA,NA,NA
Tarragon,World,2010,147,146,185,186
Tarragon,World,2011,153,153,186,187
Tarragon,World,2012,145,146,181,181
Tarragon,World,2013,149,148,186,189
Tea,World,2010,135,144,194,197
Tea,World,2011,132,140,192,195
Tea,World,2012,134,143,194,197
Tea,World,2013,139,144,197,199
Teff,World,2010,68,71,124,127
Teff,World,2011,73,74,128,129
Teff,World,2012,67,68,123,126
Teff,World,2013,74,73,128,133
Tepary bean,World,2010,131,134,176,178
Tepary bean,World,2011,135,140,178,178
Tepary bean,World,2012,135,140,178,178
Tepary bean,World,2013,135,139,182,182
Thyme,World,2010,131,145,188,191
Thyme,World,2011,134,143,188,189
Thyme,World,2012,139,145,190,191
Thyme,World,2013,140,144,191,191
Tobacco,World,2010,159,162,194,196
Tobacco,World,2011,157,161,194,196
Tobacco,World,2012,154,158,195,197
Tobacco,World,2013,163,164,194,196
Tomatoes,World,2011,140,139,186,186
Tomatoes,World,2010,139,137,187,187
Tomatoes,World,2012,139,139,188,188
Tomatoes,World,2013,141,142,189,189
Triticale,World,2010,27,27,36,37
Triticale,World,2011,29,29,36,37
Triticale,World,2012,33,33,44,44
Triticale,World,2013,35,34,42,42
Tung nuts,World,2010,NA,NA,NA,NA
Tung nuts,World,2011,NA,NA,NA,NA
Tung nuts,World,2012,NA,NA,NA,NA
Tung nuts,World,2013,NA,NA,NA,NA
Turmeric,World,2010,131,145,188,191
Turmeric,World,2011,134,143,188,189
Turmeric,World,2012,139,145,190,191
Turmeric,World,2013,140,144,191,191
Turnips,World,2010,NA,NA,NA,NA
Turnips,World,2011,NA,NA,NA,NA
Turnips,World,2012,NA,NA,NA,NA
Turnips,World,2013,NA,NA,NA,NA
Ulluco,World,2010,80,82,103,115
Ulluco,World,2011,84,85,107,117
Ulluco,World,2012,89,95,111,120
Ulluco,World,2013,87,91,117,125
Vanilla,World,2010,56,69,99,135
Vanilla,World,2011,57,73,111,138
Vanilla,World,2012,55,68,117,139
Vanilla,World,2013,54,76,110,141
Velvet bean,World,2010,NA,NA,NA,NA
Velvet bean,World,2011,NA,NA,NA,NA
Velvet bean,World,2012,NA,NA,NA,NA
Velvet bean,World,2013,NA,NA,NA,NA
Velvet leaf,World,2010,NA,NA,NA,NA
Velvet leaf,World,2011,NA,NA,NA,NA
Velvet leaf,World,2012,NA,NA,NA,NA
Velvet leaf,World,2013,NA,NA,NA,NA
Vetch,World,2010,NA,NA,NA,NA
Vetch,World,2011,NA,NA,NA,NA
Vetch,World,2012,NA,NA,NA,NA
Vetch,World,2013,NA,NA,NA,NA
Walnuts,World,2010,68,74,127,136
Walnuts,World,2011,72,80,132,137
Walnuts,World,2012,71,76,144,147
Walnuts,World,2013,77,83,143,147
Watercress,World,2010,147,146,185,186
Watercress,World,2011,153,153,186,187
Watercress,World,2012,145,146,181,181
Watercress,World,2013,149,148,186,189
Watermelons,World,2010,113,110,121,119
Watermelons,World,2011,109,108,121,120
Watermelons,World,2012,115,115,124,131
Watermelons,World,2013,115,114,128,132
Wheat,World,2010,160,160,201,201
Wheat,World,2011,158,159,201,201
Wheat,World,2012,158,162,201,201
Wheat,World,2013,166,168,201,201
Wildrice,World,2010,NA,NA,NA,NA
Wildrice,World,2011,NA,NA,NA,NA
Wildrice,World,2012,NA,NA,NA,NA
Wildrice,World,2013,NA,NA,NA,NA
Winged bean,World,2010,NA,NA,NA,NA
Winged bean,World,2011,NA,NA,NA,NA
Winged bean,World,2012,NA,NA,NA,NA
Winged bean,World,2013,NA,NA,NA,NA
Yams,World,2010,NA,NA,NA,NA
Yams,World,2011,NA,NA,NA,NA
Yams,World,2012,NA,NA,NA,NA
Yams,World,2013,NA,NA,NA,NA
"Yautia, cocoyam",World,2010,NA,NA,NA,NA
"Yautia, cocoyam",World,2011,NA,NA,NA,NA
"Yautia, cocoyam",World,2012,NA,NA,NA,NA
"Yautia, cocoyam",World,2013,NA,NA,NA,NA
Year bean,World,2010,131,134,176,178
Year bean,World,2011,135,140,178,178
Year bean,World,2012,135,140,178,178
Year bean,World,2013,135,139,182,182
Zucchini,World,2010,46,47,54,55
Zucchini,World,2011,47,48,53,52
Zucchini,World,2012,86,87,88,89
Zucchini,World,2013,93,95,98,101
