crop,country,year,fs_fat_supply_quantity,fs_food_supply_kcal,fs_food_supply_quantity_g,fs_protein_supply_quantity
Oats,World,2010,101,95,133,116
Oats,World,2011,105,99,139,115
Oats,World,2012,107,102,138,119
Oats,World,2013,106,105,142,117
Oca,World,2010,62,83,107,87
Oca,World,2011,64,82,109,86
Oca,World,2012,64,88,118,90
Oca,World,2013,65,87,122,90
Oil palm,World,2010,127,123,128,31
Oil palm,World,2011,124,120,125,29
Oil palm,World,2012,128,123,129,33
Oil palm,World,2013,126,123,127,32
Oiticica,World,2010,61,44,70,59
Oiticica,World,2011,65,43,75,59
Oiticica,World,2012,66,43,78,59
Oiticica,World,2013,73,42,83,64
Okra,World,2010,176,176,176,176
Okra,World,2011,175,175,175,175
Okra,World,2012,175,175,175,175
Okra,World,2013,175,175,175,175
Olives,World,2010,165,121,166,68
Olives,World,2011,162,126,164,67
Olives,World,2012,164,127,165,68
Olives,World,2013,162,130,164,69
Onions,World,2010,145,157,160,158
Onions,World,2011,148,156,160,158
Onions,World,2012,146,157,160,159
Onions,World,2013,150,157,162,160
Orache,World,2010,176,176,176,176
Orache,World,2011,175,175,175,175
Orache,World,2012,175,175,175,175
Orache,World,2013,175,175,175,175
Oranges,World,2010,143,155,173,156
Oranges,World,2011,142,157,172,155
Oranges,World,2012,144,157,173,157
Oranges,World,2013,144,157,173,156
Papayas,World,2010,176,176,176,176
Papayas,World,2011,175,175,175,175
Papayas,World,2012,175,175,175,175
Papayas,World,2013,175,175,175,175
Parsley,World,2010,176,176,176,176
Parsley,World,2011,175,175,175,175
Parsley,World,2012,175,175,175,175
Parsley,World,2013,175,175,175,175
Parsnip,World,2010,176,176,176,176
Parsnip,World,2011,175,175,175,175
Parsnip,World,2012,175,175,175,175
Parsnip,World,2013,175,175,175,175
Passionfruit,World,2010,176,176,176,176
Passionfruit,World,2011,175,175,175,175
Passionfruit,World,2012,175,175,175,175
Passionfruit,World,2013,175,175,175,175
Pawpaw,World,2010,176,176,176,176
Pawpaw,World,2011,175,175,175,175
Pawpaw,World,2012,175,175,175,175
Pawpaw,World,2013,175,175,175,175
Peaches and nectarines,World,2010,176,176,176,176
Peaches and nectarines,World,2011,175,175,175,175
Peaches and nectarines,World,2012,175,175,175,175
Peaches and nectarines,World,2013,175,175,175,175
Pearl millet,World,2010,52,52,56,55
Pearl millet,World,2011,52,53,56,55
Pearl millet,World,2012,53,53,57,54
Pearl millet,World,2013,53,53,57,54
Pears,World,2010,176,176,176,176
Pears,World,2011,175,175,175,175
Pears,World,2012,175,175,175,175
Pears,World,2013,175,175,175,175
Peas,World,2010,108,122,146,138
Peas,World,2011,107,122,145,139
Peas,World,2012,110,122,145,138
Peas,World,2013,111,127,145,141
Pecan,World,2010,166,152,168,159
Pecan,World,2011,167,153,168,157
Pecan,World,2012,167,155,170,160
Pecan,World,2013,167,157,170,161
Pepper,World,2010,64,66,150,121
Pepper,World,2011,68,73,151,121
Pepper,World,2012,69,72,146,120
Pepper,World,2013,71,75,150,122
Peppermint,World,2010,NA,NA,NA,NA
Peppermint,World,2011,NA,NA,NA,NA
Peppermint,World,2012,NA,NA,NA,NA
Peppermint,World,2013,NA,NA,NA,NA
Perilla,World,2010,61,44,70,59
Perilla,World,2011,65,43,75,59
Perilla,World,2012,66,43,78,59
Perilla,World,2013,73,42,83,64
Persimmons,World,2010,176,176,176,176
Persimmons,World,2011,175,175,175,175
Persimmons,World,2012,175,175,175,175
Persimmons,World,2013,175,175,175,175
Physic nut,World,2010,61,44,70,59
Physic nut,World,2011,65,43,75,59
Physic nut,World,2012,66,43,78,59
Physic nut,World,2013,73,42,83,64
Pigeonpeas,World,2010,140,143,164,158
Pigeonpeas,World,2011,138,144,163,157
Pigeonpeas,World,2012,140,145,163,158
Pigeonpeas,World,2013,142,147,164,159
Pili nut,World,2010,166,152,168,159
Pili nut,World,2011,167,153,168,157
Pili nut,World,2012,167,155,170,160
Pili nut,World,2013,167,157,170,161
Pine nut,World,2010,166,152,168,159
Pine nut,World,2011,167,153,168,157
Pine nut,World,2012,167,155,170,160
Pine nut,World,2013,167,157,170,161
Pineapples,World,2010,74,123,167,107
Pineapples,World,2011,76,128,166,111
Pineapples,World,2012,77,125,166,109
Pineapples,World,2013,80,127,167,110
Pistachios,World,2010,166,152,168,159
Pistachios,World,2011,167,153,168,157
Pistachios,World,2012,167,155,170,160
Pistachios,World,2013,167,157,170,161
Plantains,World,2012,50,58,73,58
Plantains,World,2013,51,58,71,57
Plantains,World,2011,63,78,96,78
Plantains,World,2010,65,80,102,77
Plums,World,2010,176,176,176,176
Plums,World,2011,175,175,175,175
Plums,World,2012,175,175,175,175
Plums,World,2013,175,175,175,175
Pomegranate,World,2010,176,176,176,176
Pomegranate,World,2011,175,175,175,175
Pomegranate,World,2012,175,175,175,175
Pomegranate,World,2013,175,175,175,175
Pongamia oil,World,2010,61,44,70,59
Pongamia oil,World,2011,65,43,75,59
Pongamia oil,World,2012,66,43,78,59
Pongamia oil,World,2013,73,42,83,64
Poppies,World,2010,61,44,70,59
Poppies,World,2011,65,43,75,59
Poppies,World,2012,66,43,78,59
Poppies,World,2013,73,42,83,64
Potatoes,World,2010,159,169,176,174
Potatoes,World,2011,155,170,175,174
Potatoes,World,2012,156,170,175,172
Potatoes,World,2013,155,170,175,171
Prickly pear,World,2010,176,176,176,176
Prickly pear,World,2011,175,175,175,175
Prickly pear,World,2012,175,175,175,175
Prickly pear,World,2013,175,175,175,175
Proso millet,World,2010,52,52,56,55
Proso millet,World,2011,52,53,56,55
Proso millet,World,2012,53,53,57,54
Proso millet,World,2013,53,53,57,54
Pumpkin,World,2010,176,176,176,176
Pumpkin,World,2011,175,175,175,175
Pumpkin,World,2012,175,175,175,175
Pumpkin,World,2013,175,175,175,175
Purging croton,World,2010,61,44,70,59
Purging croton,World,2011,65,43,75,59
Purging croton,World,2012,66,43,78,59
Purging croton,World,2013,73,42,83,64
Pyrethrum,World,2012,NA,NA,NA,NA
Pyrethrum,World,2013,NA,NA,NA,NA
Pyrethrum,World,2010,NA,NA,NA,NA
Pyrethrum,World,2011,NA,NA,NA,NA
Quinces,World,2010,176,176,176,176
Quinces,World,2011,175,175,175,175
Quinces,World,2012,175,175,175,175
Quinces,World,2013,175,175,175,175
Quinoa,World,2010,91,121,152,133
Quinoa,World,2011,91,122,151,134
Quinoa,World,2012,100,118,153,135
Quinoa,World,2013,103,123,152,136
Radish,World,2010,176,176,176,176
Radish,World,2011,175,175,175,175
Radish,World,2012,175,175,175,175
Radish,World,2013,175,175,175,175
Rambutan,World,2010,176,176,176,176
Rambutan,World,2011,175,175,175,175
Rambutan,World,2012,175,175,175,175
Rambutan,World,2013,175,175,175,175
Ramie,World,2010,NA,NA,NA,NA
Ramie,World,2011,NA,NA,NA,NA
Ramie,World,2012,NA,NA,NA,NA
Ramie,World,2013,NA,NA,NA,NA
Rapeseed and Mustards,World,2010,86,69,86,20
Rapeseed and Mustards,World,2011,90,75,90,21
Rapeseed and Mustards,World,2012,85,74,85,17
Rapeseed and Mustards,World,2013,88,76,88,17
Raspberries,World,2010,176,176,176,176
Raspberries,World,2011,175,175,175,175
Raspberries,World,2012,175,175,175,175
Raspberries,World,2013,175,175,175,175
Rhubarb,World,2010,176,176,176,176
Rhubarb,World,2011,175,175,175,175
Rhubarb,World,2012,175,175,175,175
Rhubarb,World,2013,175,175,175,175
Rice (African),World,2010,176,176,176,176
Rice (African),World,2011,175,175,175,175
Rice (African),World,2012,175,175,175,175
Rice (African),World,2013,175,175,175,175
Rice (Asian),World,2010,176,176,176,176
Rice (Asian),World,2011,175,175,175,175
Rice (Asian),World,2012,175,175,175,175
Rice (Asian),World,2013,175,175,175,175
Rice bean,World,2010,135,145,152,151
Rice bean,World,2011,134,142,151,149
Rice bean,World,2012,133,142,152,149
Rice bean,World,2013,134,144,151,149
Roselle,World,2010,NA,NA,NA,NA
Roselle,World,2011,NA,NA,NA,NA
Roselle,World,2012,NA,NA,NA,NA
Roselle,World,2013,NA,NA,NA,NA
"Rubber, natural",World,2010,NA,NA,NA,NA
"Rubber, natural",World,2011,NA,NA,NA,NA
"Rubber, natural",World,2012,NA,NA,NA,NA
"Rubber, natural",World,2013,NA,NA,NA,NA
Runner bean,World,2010,135,145,152,151
Runner bean,World,2011,134,142,151,149
Runner bean,World,2012,133,142,152,149
Runner bean,World,2013,134,144,151,149
Rye,World,2010,49,55,85,64
Rye,World,2011,52,60,88,68
Rye,World,2012,50,59,79,61
Rye,World,2013,48,56,81,61
Safflower,World,2010,61,44,70,59
Safflower,World,2011,65,43,75,59
Safflower,World,2012,66,43,78,59
Safflower,World,2013,73,42,83,64
Saffron,World,2010,158,139,167,157
Saffron,World,2011,161,140,166,158
Saffron,World,2012,160,144,167,155
Saffron,World,2013,160,143,167,159
Sago palm,World,2010,62,83,107,87
Sago palm,World,2011,64,82,109,86
Sago palm,World,2012,64,88,118,90
Sago palm,World,2013,65,87,122,90
Salsify,World,2010,176,176,176,176
Salsify,World,2011,175,175,175,175
Salsify,World,2012,175,175,175,175
Salsify,World,2013,175,175,175,175
Sapodilla,World,2010,176,176,176,176
Sapodilla,World,2011,175,175,175,175
Sapodilla,World,2012,175,175,175,175
Sapodilla,World,2013,175,175,175,175
Savory,World,2010,176,176,176,176
Savory,World,2011,175,175,175,175
Savory,World,2012,175,175,175,175
Savory,World,2013,175,175,175,175
Service tree,World,2010,176,176,176,176
Service tree,World,2011,175,175,175,175
Service tree,World,2012,175,175,175,175
Service tree,World,2013,175,175,175,175
Sesame,World,2010,129,108,132,99
Sesame,World,2011,138,117,138,100
Sesame,World,2012,135,112,136,100
Sesame,World,2013,139,112,139,102
Shala tree,World,2010,61,44,70,59
Shala tree,World,2011,65,43,75,59
Shala tree,World,2012,66,43,78,59
Shala tree,World,2013,73,42,83,64
Sisal,World,2010,NA,NA,NA,NA
Sisal,World,2011,NA,NA,NA,NA
Sisal,World,2012,NA,NA,NA,NA
Sisal,World,2013,NA,NA,NA,NA
Snake plant,World,2010,NA,NA,NA,NA
Snake plant,World,2011,NA,NA,NA,NA
Snake plant,World,2012,NA,NA,NA,NA
Snake plant,World,2013,NA,NA,NA,NA
Sorghum,World,2010,52,52,55,53
Sorghum,World,2011,52,52,55,53
Sorghum,World,2012,51,52,55,52
Sorghum,World,2013,50,52,54,52
Sorrel,World,2010,176,176,176,176
Sorrel,World,2011,175,175,175,175
Sorrel,World,2012,175,175,175,175
Sorrel,World,2013,175,175,175,175
Soursop,World,2010,176,176,176,176
Soursop,World,2011,175,175,175,175
Soursop,World,2012,175,175,175,175
Soursop,World,2013,175,175,175,175
Soybeans,World,2010,168,168,172,118
Soybeans,World,2011,168,164,171,121
Soybeans,World,2012,167,165,171,121
Soybeans,World,2013,168,164,171,123
Spinach,World,2010,176,176,176,176
Spinach,World,2011,175,175,175,175
Spinach,World,2012,175,175,175,175
Spinach,World,2013,175,175,175,175
Strawberries,World,2010,176,176,176,176
Strawberries,World,2011,175,175,175,175
Strawberries,World,2012,175,175,175,175
Strawberries,World,2013,175,175,175,175
Strawberry tree,World,2010,176,176,176,176
Strawberry tree,World,2011,175,175,175,175
Strawberry tree,World,2012,175,175,175,175
Strawberry tree,World,2013,175,175,175,175
Sugar apple,World,2010,176,176,176,176
Sugar apple,World,2011,175,175,175,175
Sugar apple,World,2012,175,175,175,175
Sugar apple,World,2013,175,175,175,175
Sugar beets,World,2010,NA,2,4,2
Sugar beets,World,2011,NA,2,3,2
Sugar beets,World,2012,NA,2,4,2
Sugar beets,World,2013,NA,2,4,2
Sugarcane,World,2010,19,28,35,25
Sugarcane,World,2011,20,30,37,26
Sugarcane,World,2012,19,30,38,27
Sugarcane,World,2013,20,30,40,26
Sunflowers,World,2010,153,137,155,57
Sunflowers,World,2011,156,139,156,58
Sunflowers,World,2012,157,141,158,59
Sunflowers,World,2013,154,140,156,58
Sunn hemp,World,2010,NA,NA,NA,NA
Sunn hemp,World,2011,NA,NA,NA,NA
Sunn hemp,World,2012,NA,NA,NA,NA
Sunn hemp,World,2013,NA,NA,NA,NA
Sweetpotatoes,World,2010,74,100,133,100
Sweetpotatoes,World,2011,71,101,132,100
Sweetpotatoes,World,2012,73,97,135,95
Sweetpotatoes,World,2013,74,101,134,98
Sword bean,World,2010,140,143,164,158
Sword bean,World,2011,138,144,163,157
Sword bean,World,2012,140,145,163,158
Sword bean,World,2013,142,147,164,159
Tallowtree,World,2010,NA,NA,NA,NA
Tallowtree,World,2011,NA,NA,NA,NA
Tallowtree,World,2012,NA,NA,NA,NA
Tallowtree,World,2013,NA,NA,NA,NA
Tamarind,World,2010,176,176,176,176
Tamarind,World,2011,175,175,175,175
Tamarind,World,2012,175,175,175,175
Tamarind,World,2013,175,175,175,175
Taro,World,2010,62,83,107,87
Taro,World,2011,64,82,109,86
Taro,World,2012,64,88,118,90
Taro,World,2013,65,87,122,90
Tarragon,World,2010,176,176,176,176
Tarragon,World,2011,175,175,175,175
Tarragon,World,2012,175,175,175,175
Tarragon,World,2013,175,175,175,175
Tea,World,2010,NA,70,172,160
Tea,World,2011,NA,68,171,157
Tea,World,2012,NA,69,171,162
Tea,World,2013,NA,73,173,160
Teff,World,2010,52,52,56,55
Teff,World,2011,52,53,56,55
Teff,World,2012,53,53,57,54
Teff,World,2013,53,53,57,54
Tepary bean,World,2010,135,145,152,151
Tepary bean,World,2011,134,142,151,149
Tepary bean,World,2012,133,142,152,149
Tepary bean,World,2013,134,144,151,149
Thyme,World,2010,158,139,167,157
Thyme,World,2011,161,140,166,158
Thyme,World,2012,160,144,167,155
Thyme,World,2013,160,143,167,159
Tobacco,World,2010,NA,NA,NA,NA
Tobacco,World,2011,NA,NA,NA,NA
Tobacco,World,2012,NA,NA,NA,NA
Tobacco,World,2013,NA,NA,NA,NA
Tomatoes,World,2011,155,160,171,165
Tomatoes,World,2010,155,159,171,163
Tomatoes,World,2012,154,159,171,164
Tomatoes,World,2013,155,159,171,163
Triticale,World,2010,91,121,152,133
Triticale,World,2011,91,122,151,134
Triticale,World,2012,100,118,153,135
Triticale,World,2013,103,123,152,136
Tung nuts,World,2010,61,44,70,59
Tung nuts,World,2011,65,43,75,59
Tung nuts,World,2012,66,43,78,59
Tung nuts,World,2013,73,42,83,64
Turmeric,World,2010,158,139,167,157
Turmeric,World,2011,161,140,166,158
Turmeric,World,2012,160,144,167,155
Turmeric,World,2013,160,143,167,159
Turnips,World,2010,176,176,176,176
Turnips,World,2011,175,175,175,175
Turnips,World,2012,175,175,175,175
Turnips,World,2013,175,175,175,175
Ulluco,World,2010,62,83,107,87
Ulluco,World,2011,64,82,109,86
Ulluco,World,2012,64,88,118,90
Ulluco,World,2013,65,87,122,90
Vanilla,World,2010,158,139,167,157
Vanilla,World,2011,161,140,166,158
Vanilla,World,2012,160,144,167,155
Vanilla,World,2013,160,143,167,159
Velvet bean,World,2010,140,143,164,158
Velvet bean,World,2011,138,144,163,157
Velvet bean,World,2012,140,145,163,158
Velvet bean,World,2013,142,147,164,159
Velvet leaf,World,2010,NA,NA,NA,NA
Velvet leaf,World,2011,NA,NA,NA,NA
Velvet leaf,World,2012,NA,NA,NA,NA
Velvet leaf,World,2013,NA,NA,NA,NA
Vetch,World,2010,140,143,164,158
Vetch,World,2011,138,144,163,157
Vetch,World,2012,140,145,163,158
Vetch,World,2013,142,147,164,159
Walnuts,World,2010,166,152,168,159
Walnuts,World,2011,167,153,168,157
Walnuts,World,2012,167,155,170,160
Walnuts,World,2013,167,157,170,161
Watercress,World,2010,176,176,176,176
Watercress,World,2011,175,175,175,175
Watercress,World,2012,175,175,175,175
Watercress,World,2013,175,175,175,175
Watermelons,World,2010,176,176,176,176
Watermelons,World,2011,175,175,175,175
Watermelons,World,2012,175,175,175,175
Watermelons,World,2013,175,175,175,175
Wheat,World,2010,176,176,176,176
Wheat,World,2011,175,175,175,175
Wheat,World,2012,175,175,175,175
Wheat,World,2013,175,175,175,175
Wildrice,World,2010,91,121,152,133
Wildrice,World,2011,91,122,151,134
Wildrice,World,2012,100,118,153,135
Wildrice,World,2013,103,123,152,136
Winged bean,World,2010,140,143,164,158
Winged bean,World,2011,138,144,163,157
Winged bean,World,2012,140,145,163,158
Winged bean,World,2013,142,147,164,159
Yams,World,2010,35,44,53,47
Yams,World,2011,35,44,55,47
Yams,World,2012,35,44,65,48
Yams,World,2013,35,47,70,50
"Yautia, cocoyam",World,2010,62,83,107,87
"Yautia, cocoyam",World,2011,64,82,109,86
"Yautia, cocoyam",World,2012,64,88,118,90
"Yautia, cocoyam",World,2013,65,87,122,90
Year bean,World,2010,135,145,152,151
Year bean,World,2011,134,142,151,149
Year bean,World,2012,133,142,152,149
Year bean,World,2013,134,144,151,149
Zucchini,World,2010,176,176,176,176
Zucchini,World,2011,175,175,175,175
Zucchini,World,2012,175,175,175,175
Zucchini,World,2013,175,175,175,175
