crop,country,year,fs_fat_supply_quantity,fs_food_supply_kcal,fs_food_supply_quantity_g,fs_food_supply_quantity_kg,fs_food_supply_quantity_t,fs_protein_supply_quantity
Cress,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Cress,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Cress,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Cucumbers and gherkins,World,2010,0.054156043,6.517083113,26.03804178,9.503926557,64350070.55,0.347883732
Cucumbers and gherkins,World,2011,0.055073942,6.517083113,26.3051504,9.601223854,65749974.89,0.350637429
Cucumbers and gherkins,World,2012,0.055991841,6.700662919,27.17807238,9.919734817,68635945.7,0.360734319
Cucumbers and gherkins,World,2013,0.05690974,6.792452822,27.39010706,9.997756235,69955964.83,0.363488016
Cumin,World,2010,0.033426184,1.253481894,0.376044568,0.137883008,927842.7575,0.039693593
Cumin,World,2011,0.039693593,1.462395543,0.436629526,0.158774373,1090114.554,0.048050139
Cumin,World,2012,0.039693593,1.462395543,0.426183844,0.1545961,1074968.941,0.045961003
Cumin,World,2013,0.037604457,1.462395543,0.417827298,0.152506964,1069667.549,0.045961003
Currants,World,2010,0.00870268,0.738409196,1.739481092,0.635031909,4298995.384,0.008966397
Currants,World,2011,0.008966397,0.764780953,1.795389217,0.655338161,4487514.323,0.009230115
Currants,World,2012,0.009230115,0.79115271,1.855516823,0.67722672,4685955.915,0.009493833
Currants,World,2013,0.009493833,0.817524467,1.915116993,0.699115278,4891401.085,0.00975755
Cushaw,World,2010,0.046935237,5.648138679,22.5663028,8.236736321,55770060.95,0.301499234
Cushaw,World,2011,0.047730749,5.648138679,22.79779694,8.321060645,56983311.38,0.303885771
Cushaw,World,2012,0.048526262,5.807241177,23.55432932,8.597103479,59484486.07,0.312636409
Cushaw,World,2013,0.049321774,5.886792426,23.7380927,8.664722041,60628502.65,0.315022946
Custard apple,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Custard apple,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Custard apple,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Custard apple,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Dates,World,2010,0.01,4,2.36,0.86,5821494.55,0.04
Dates,World,2011,0.01,4,2.45,0.9,6131926.48,0.04
Dates,World,2012,0.01,4,2.5,0.91,6322673.59,0.04
Dates,World,2013,0.01,4,2.55,0.93,6500995.74,0.04
Devil's cotton,World,2010,NA,NA,NA,NA,NA,NA
Devil's cotton,World,2011,NA,NA,NA,NA,NA,NA
Devil's cotton,World,2012,NA,NA,NA,NA,NA,NA
Devil's cotton,World,2013,NA,NA,NA,NA,NA,NA
Dill,World,2010,0.008170845,0.306406686,0.091922006,0.033704735,226806.008,0.009702878
Dill,World,2011,0.009702878,0.357474467,0.106731662,0.038811514,266472.4473,0.01174559
Dill,World,2012,0.009702878,0.357474467,0.104178273,0.037790158,262770.1864,0.011234912
Dill,World,2013,0.009192201,0.357474467,0.102135562,0.03727948,261474.2903,0.011234912
Durian,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Durian,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Durian,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Durian,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Eggplant,World,2010,0.039714432,4.779194316,19.09456411,6.96954619,47190052.06,0.255114739
Eggplant,World,2011,0.040387558,4.779194316,19.29044376,7.040897542,48216648.58,0.257134117
Eggplant,World,2012,0.041060684,4.913819508,19.93058655,7.27447225,50333027.19,0.264538502
Eggplant,World,2013,0.04173381,4.981132104,20.08607865,7.331687956,51301041.23,0.26655788
Elderberry,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Elderberry,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Elderberry,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Elderberry,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Esparto,World,2010,NA,NA,NA,NA,NA,NA
Esparto,World,2011,NA,NA,NA,NA,NA,NA
Esparto,World,2012,NA,NA,NA,NA,NA,NA
Esparto,World,2013,NA,NA,NA,NA,NA,NA
Ethiopian rape,World,2010,0.098684345,11.87557367,47.44709836,17.31826617,117260128.5,0.633921468
Ethiopian rape,World,2011,0.100356961,11.87557367,47.93382961,17.49556346,119811065.3,0.638939316
Ethiopian rape,World,2012,0.102029577,12.21009687,49.52448744,18.07596122,125069945.5,0.657338092
Ethiopian rape,World,2013,0.103702193,12.37735847,49.91086174,18.21813358,127475313.7,0.66235594
Faba beans,World,2010,0.039187228,4.644412192,1.351233672,0.493468795,3340928.51,0.287373004
Faba beans,World,2011,0.042089985,4.934687954,1.413642961,0.516690856,3534260.604,0.300435414
Faba beans,World,2012,0.042089985,4.934687954,1.441219158,0.526850508,3640758.337,0.306240929
Faba beans,World,2013,0.044992743,5.370101597,1.547169811,0.564586357,3950213.743,0.326560232
Feijoa,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Feijoa,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Feijoa,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Feijoa,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Fennel,World,2010,0.033426184,1.253481894,0.376044568,0.137883008,927842.7575,0.039693593
Fennel,World,2011,0.039693593,1.462395543,0.436629526,0.158774373,1090114.554,0.048050139
Fennel,World,2012,0.039693593,1.462395543,0.426183844,0.1545961,1074968.941,0.045961003
Fennel,World,2013,0.037604457,1.462395543,0.417827298,0.152506964,1069667.549,0.045961003
Fenugreek,World,2010,0.008170845,0.306406686,0.091922006,0.033704735,226806.008,0.009702878
Fenugreek,World,2011,0.009702878,0.357474467,0.106731662,0.038811514,266472.4473,0.01174559
Fenugreek,World,2012,0.009702878,0.357474467,0.104178273,0.037790158,262770.1864,0.011234912
Fenugreek,World,2013,0.009192201,0.357474467,0.102135562,0.03727948,261474.2903,0.011234912
Fig leaf gourd,World,2010,0.046935237,5.648138679,22.5663028,8.236736321,55770060.95,0.301499234
Fig leaf gourd,World,2011,0.047730749,5.648138679,22.79779694,8.321060645,56983311.38,0.303885771
Fig leaf gourd,World,2012,0.048526262,5.807241177,23.55432932,8.597103479,59484486.07,0.312636409
Fig leaf gourd,World,2013,0.049321774,5.886792426,23.7380927,8.664722041,60628502.65,0.315022946
Figs,World,2010,0.011650362,0.988515528,2.328660151,0.850123354,5755106.674,0.012003403
Figs,World,2011,0.012003403,1.023819654,2.403504898,0.877307531,6007478.8,0.012356444
Figs,World,2012,0.012356444,1.05912378,2.483998305,0.906609956,6273134.478,0.012709485
Figs,World,2013,0.012709485,1.094427906,2.56378563,0.93591238,6548165.911,0.013062527
Finger millet,World,2010,0.3,29,9.58,3.5,23669289.69,0.76
Finger millet,World,2011,0.28,27,9.18,3.35,22954374.43,0.73
Finger millet,World,2012,0.28,27,9.02,3.29,22770925.65,0.71
Finger millet,World,2013,0.28,27,9.02,3.29,23043935.97,0.71
Fique,World,2010,NA,NA,NA,NA,NA,NA
Fique,World,2011,NA,NA,NA,NA,NA,NA
Fique,World,2012,NA,NA,NA,NA,NA,NA
Fique,World,2013,NA,NA,NA,NA,NA,NA
Flax,World,2010,0.024816754,0.27574171,0.093752181,0.033089005,230775.4036,0.01930192
Flax,World,2011,0.024816754,0.27574171,0.10478185,0.038603839,264695.373,0.022059337
Flax,World,2012,0.024816754,0.27574171,0.10478185,0.038603839,262456.4579,0.022059337
Flax,World,2013,0.024816754,0.27574171,0.107539267,0.038603839,273184.8095,0.022059337
Fonio,World,2010,0.001232877,0.369863016,0.130684932,0.047465754,322680.6402,0.01109589
Fonio,World,2011,0.001232877,0.431506852,0.133767124,0.04869863,334459.3108,0.01109589
Fonio,World,2012,0.001232877,0.369863016,0.126986302,0.046232877,320348.5183,0.010479452
Fonio,World,2013,0.001232877,0.369863016,0.128835617,0.046849315,328295.789,0.01109589
Foxtail millet,World,2010,0.3,29,9.58,3.5,23669289.69,0.76
Foxtail millet,World,2011,0.28,27,9.18,3.35,22954374.43,0.73
Foxtail millet,World,2012,0.28,27,9.02,3.29,22770925.65,0.71
Foxtail millet,World,2013,0.28,27,9.02,3.29,23043935.97,0.71
Garlic,World,2010,0.040917899,4.924018341,19.67318708,7.180744493,48620053.19,0.262845486
Garlic,World,2011,0.041611423,4.924018341,19.87500248,7.254258007,49677758.69,0.264926057
Garlic,World,2012,0.042304946,5.062723083,20.53454353,7.494910734,51858269.97,0.272554818
Garlic,World,2013,0.04299847,5.132075454,20.69474751,7.553860249,52855617.75,0.274635389
Giant cabuya,World,2010,NA,NA,NA,NA,NA,NA
Giant cabuya,World,2011,NA,NA,NA,NA,NA,NA
Giant cabuya,World,2012,NA,NA,NA,NA,NA,NA
Giant cabuya,World,2013,NA,NA,NA,NA,NA,NA
Ginger,World,2010,0.028077994,1.05292479,0.315877437,0.115821727,779387.9156,0.033342618
Ginger,World,2011,0.033342618,1.228412255,0.366768802,0.133370473,915696.2247,0.040362117
Ginger,World,2012,0.033342618,1.228412255,0.357994429,0.129860724,902973.9099,0.038607242
Ginger,World,2013,0.031587744,1.228412255,0.35097493,0.128105849,898520.74,0.038607242
Gooseberries,World,2010,0.005193535,0.440663552,1.038077425,0.378970655,2565529.501,0.005350915
Gooseberries,World,2011,0.005350915,0.456401536,1.071441951,0.391088902,2678032.739,0.005508294
Gooseberries,World,2012,0.005508294,0.47213952,1.107324554,0.404151429,2796457.56,0.005665674
Gooseberries,World,2013,0.005665674,0.487877504,1.142892398,0.417213956,2919061.935,0.005823054
Grapefruits,World,2010,NA,1,2.9,1.06,7162264.45,0.01
Grapefruits,World,2011,NA,1,2.96,1.08,7407937.46,0.01
Grapefruits,World,2012,NA,1,3.18,1.16,8033181.1,0.01
Grapefruits,World,2013,NA,1,3.24,1.18,8287175.41,0.01
Grapes,World,2010,0.03,12,19.71,7.19,48723863.59,0.06
Grapes,World,2011,0.03,13,20.45,7.47,51105011.69,0.06
Grapes,World,2012,0.03,12,21.01,7.67,53051170.31,0.06
Grapes,World,2013,0.03,13,21.57,7.88,55098280.15,0.07
Grasspea,World,2010,0.008957081,1.061579936,0.308853413,0.112792868,763640.8068,0.065685259
Grasspea,World,2011,0.009620568,1.127928682,0.323118393,0.118100768,807831.0001,0.068670952
Grasspea,World,2012,0.009620568,1.127928682,0.329421524,0.120422974,832173.3392,0.069997927
Grasspea,World,2013,0.010284056,1.227451801,0.353638816,0.129048311,902906.0039,0.074642339
Groundnuts,World,2010,3.76,40,6.26,2.28,37870240.93,1.03
Groundnuts,World,2011,3.57,38,5.95,2.17,36210729.61,0.99
Groundnuts,World,2012,3.69,39,6.2,2.26,39184945.49,1.05
Groundnuts,World,2013,3.62,38,6.29,2.3,41515879.78,1.1
Guavas,World,2010,0.019791578,1.679285412,3.955916635,1.444185454,9776747.464,0.020391323
Guavas,World,2011,0.020391323,1.739259891,4.08306253,1.490365803,10205476.02,0.020991068
Guavas,World,2012,0.020991068,1.79923437,4.219804342,1.540144621,10656770.6,0.021590812
Guavas,World,2013,0.021590812,1.859208849,4.355346665,1.589923438,11123992.67,0.022190557
Guayule,World,2010,NA,NA,NA,NA,NA,NA
Guayule,World,2011,NA,NA,NA,NA,NA,NA
Guayule,World,2012,NA,NA,NA,NA,NA,NA
Guayule,World,2013,NA,NA,NA,NA,NA,NA
Gutta-percha,World,2010,NA,NA,NA,NA,NA,NA
Gutta-percha,World,2011,NA,NA,NA,NA,NA,NA
Gutta-percha,World,2012,NA,NA,NA,NA,NA,NA
Gutta-percha,World,2013,NA,NA,NA,NA,NA,NA
Hazelnuts,World,2010,0.112982456,1.47368421,0.591438596,0.216140351,1461859.538,0.039298246
Hazelnuts,World,2011,0.121824561,1.571929824,0.622877193,0.226947368,1556404.484,0.041263158
Hazelnuts,World,2012,0.120842105,1.571929824,0.627789473,0.228912281,1586537.261,0.041263158
Hazelnuts,World,2013,0.121824561,1.571929824,0.630736842,0.229894737,1612058.194,0.042245614
Hemp,World,2010,0.013507853,0.15008726,0.051029668,0.018010471,125611.9287,0.010506108
Hemp,World,2011,0.013507853,0.15008726,0.057033159,0.021012216,144074.6968,0.012006981
Hemp,World,2012,0.013507853,0.15008726,0.057033159,0.021012216,142856.0468,0.012006981
Hemp,World,2013,0.013507853,0.15008726,0.058534031,0.021012216,148695.5294,0.012006981
Hops,World,2010,NA,NA,NA,NA,NA,NA
Hops,World,2011,NA,NA,NA,NA,NA,NA
Hops,World,2012,NA,NA,NA,NA,NA,NA
Hops,World,2013,NA,NA,NA,NA,NA,NA
Horseradish,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Horseradish,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Horseradish,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Horseradish,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Huckleberry,World,2010,0.004632071,0.39302424,0.925852817,0.338000846,2288174.907,0.004772437
Huckleberry,World,2011,0.004772437,0.40706082,0.955610366,0.348809013,2388515.631,0.004912803
Huckleberry,World,2012,0.004912803,0.4210974,0.987613769,0.360459374,2494137.766,0.005053169
Huckleberry,World,2013,0.005053169,0.43513398,1.01933644,0.372109736,2603487.611,0.005193535
Jack bean,World,2010,0.008957081,1.061579936,0.308853413,0.112792868,763640.8068,0.065685259
Jack bean,World,2011,0.009620568,1.127928682,0.323118393,0.118100768,807831.0001,0.068670952
Jack bean,World,2012,0.009620568,1.127928682,0.329421524,0.120422974,832173.3392,0.069997927
Jack bean,World,2013,0.010284056,1.227451801,0.353638816,0.129048311,902906.0039,0.074642339
Jackfruit,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Jackfruit,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Jackfruit,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Jackfruit,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Japanese millet,World,2010,0.3,29,9.58,3.5,23669289.69,0.76
Japanese millet,World,2011,0.28,27,9.18,3.35,22954374.43,0.73
Japanese millet,World,2012,0.28,27,9.02,3.29,22770925.65,0.71
Japanese millet,World,2013,0.28,27,9.02,3.29,23043935.97,0.71
Jelutong,World,2010,NA,NA,NA,NA,NA,NA
Jelutong,World,2011,NA,NA,NA,NA,NA,NA
Jelutong,World,2012,NA,NA,NA,NA,NA,NA
Jelutong,World,2013,NA,NA,NA,NA,NA,NA
Jerusalem artichoke,World,2010,0.000533632,0.320179374,0.273219732,0.099789238,675754.8505,0.004269058
Jerusalem artichoke,World,2011,0.000533632,0.320179374,0.281757849,0.102991032,703908.5734,0.004269058
Jerusalem artichoke,World,2012,0.000533632,0.320179374,0.292430495,0.106726458,738572.795,0.004269058
Jerusalem artichoke,World,2013,0.000533632,0.320179374,0.294031392,0.10726009,750709.8991,0.004269058
Jicama,World,2010,0.008957081,1.061579936,0.308853413,0.112792868,763640.8068,0.065685259
Jicama,World,2011,0.009620568,1.127928682,0.323118393,0.118100768,807831.0001,0.068670952
Jicama,World,2012,0.009620568,1.127928682,0.329421524,0.120422974,832173.3392,0.069997927
Jicama,World,2013,0.010284056,1.227451801,0.353638816,0.129048311,902906.0039,0.074642339
Jojoba,World,2010,0.000628272,0.006980803,0.002373473,0.000837696,5842.415462,0.000488656
Jojoba,World,2011,0.000628272,0.006980803,0.002652705,0.000977312,6701.14889,0.000558464
Jojoba,World,2012,0.000628272,0.006980803,0.002652705,0.000977312,6644.467493,0.000558464
Jojoba,World,2013,0.000628272,0.006980803,0.002722513,0.000977312,6916.07134,0.000558464
Jujube,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Jujube,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Jujube,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Jujube,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Jute,World,2010,NA,NA,NA,NA,NA,NA
Jute,World,2011,NA,NA,NA,NA,NA,NA
Jute,World,2012,NA,NA,NA,NA,NA,NA
Jute,World,2013,NA,NA,NA,NA,NA,NA
Kaniwa,World,2010,0.001356164,0.406849314,0.143753424,0.052212329,354948.7011,0.012205479
Kaniwa,World,2011,0.001356164,0.474657533,0.147143835,0.053568493,367905.2386,0.012205479
Kaniwa,World,2012,0.001356164,0.406849314,0.139684931,0.050856164,352383.367,0.011527397
Kaniwa,World,2013,0.001356164,0.406849314,0.141719178,0.051534246,361125.3647,0.012205479
Kapok,World,2010,0.002356021,0.02617801,0.008900523,0.003141361,21909.05694,0.001832461
Kapok,World,2011,0.002356021,0.02617801,0.009947644,0.003664921,25129.30714,0.002094241
Kapok,World,2012,0.002356021,0.02617801,0.009947644,0.003664921,24916.75191,0.002094241
Kapok,World,2013,0.002356021,0.02617801,0.010209424,0.003664921,25935.26629,0.002094241
Karite nuts,World,2010,0.002827225,0.031413613,0.010680628,0.003769634,26290.86916,0.002198953
Karite nuts,World,2011,0.002827225,0.031413613,0.011937173,0.004397906,30155.16953,0.002513089
Karite nuts,World,2012,0.002827225,0.031413613,0.011937173,0.004397906,29900.10324,0.002513089
Karite nuts,World,2013,0.002827225,0.031413613,0.012251309,0.004397906,31122.32054,0.002513089
Kenaf,World,2010,NA,NA,NA,NA,NA,NA
Kenaf,World,2011,NA,NA,NA,NA,NA,NA
Kenaf,World,2012,NA,NA,NA,NA,NA,NA
Kenaf,World,2013,NA,NA,NA,NA,NA,NA
Kiwi fruit,World,2010,0.006456827,0.547851976,1.290582726,0.471152699,3189577.173,0.006652488
Kiwi fruit,World,2011,0.006652488,0.567418118,1.332062947,0.486218629,3329446.061,0.00684815
Kiwi fruit,World,2012,0.00684815,0.58698426,1.376673751,0.502458527,3476676.918,0.007043811
Kiwi fruit,World,2013,0.007043811,0.606550402,1.420893232,0.518698424,3629103.977,0.007239473
Kiwicha,World,2010,0.001356164,0.406849314,0.143753424,0.052212329,354948.7011,0.012205479
Kiwicha,World,2011,0.001356164,0.474657533,0.147143835,0.053568493,367905.2386,0.012205479
Kiwicha,World,2012,0.001356164,0.406849314,0.139684931,0.050856164,352383.367,0.011527397
Kiwicha,World,2013,0.001356164,0.406849314,0.141719178,0.051534246,361125.3647,0.012205479
Kodo millet,World,2010,0.3,29,9.58,3.5,23669289.69,0.76
Kodo millet,World,2011,0.28,27,9.18,3.35,22954374.43,0.73
Kodo millet,World,2012,0.28,27,9.02,3.29,22770925.65,0.71
Kodo millet,World,2013,0.28,27,9.02,3.29,23043935.97,0.71
Kola nuts,World,2010,0.030263157,0.394736835,0.15842105,0.057894736,391569.5122,0.010526316
Kola nuts,World,2011,0.032631578,0.421052624,0.166842102,0.060789473,416894.0509,0.011052631
Kola nuts,World,2012,0.03236842,0.421052624,0.168157892,0.061315788,424965.3302,0.011052631
Kola nuts,World,2013,0.032631578,0.421052624,0.168947365,0.061578946,431801.2943,0.011315789
Kumquat,World,2010,0.01,1,4.73,1.73,11688233.4,0.02
Kumquat,World,2011,0.01,1,4.07,1.49,10179701.14,0.02
Kumquat,World,2012,0.01,1,4.55,1.66,11492676.75,0.02
Kumquat,World,2013,0.01,1,4.45,1.62,11366157.19,0.02
Lablab,World,2010,0.008957081,1.061579936,0.308853413,0.112792868,763640.8068,0.065685259
Lablab,World,2011,0.009620568,1.127928682,0.323118393,0.118100768,807831.0001,0.068670952
Lablab,World,2012,0.009620568,1.127928682,0.329421524,0.120422974,832173.3392,0.069997927
Lablab,World,2013,0.010284056,1.227451801,0.353638816,0.129048311,902906.0039,0.074642339
Leeks and other alliaceous vegetables,World,2010,0.027378888,3.294747545,13.16367656,4.804762828,32532535.38,0.175874552
Leeks and other alliaceous vegetables,World,2011,0.027842937,3.294747545,13.29871481,4.853952017,33240264.79,0.177266699
Leeks and other alliaceous vegetables,World,2012,0.028306986,3.387557335,13.74002536,5.014977003,34699283.35,0.182371237
Leeks and other alliaceous vegetables,World,2013,0.028771035,3.43396223,13.84722067,5.054421163,35366626.36,0.183763384
Lemons and limes,World,2010,0.03,1,5.27,1.92,13016792.45,0.02
Lemons and limes,World,2011,0.03,1,5.38,1.96,13437355.93,0.02
Lemons and limes,World,2012,0.03,1,5.65,2.06,14278784.39,0.02
Lemons and limes,World,2013,0.03,1,5.56,2.03,14192480.66,0.02
Lentils,World,2010,0.03605225,4.272859232,1.243134983,0.453991293,3073654.24,0.264383165
Lentils,World,2011,0.038722787,4.539912934,1.300551529,0.47535559,3251519.767,0.276400582
Lentils,World,2012,0.038722787,4.539912934,1.32592163,0.484702469,3349497.682,0.281741656
Lentils,World,2013,0.041393324,4.940493487,1.423396232,0.51941945,3634196.657,0.300435415
Lettuce,World,2010,0.056262111,6.77052521,27.0506322,9.873523665,66852573.05,0.361412543
Lettuce,World,2011,0.057215706,6.77052521,27.32812838,9.974604746,68306918.11,0.364273328
Lettuce,World,2012,0.058169301,6.96124423,28.23499732,10.30550225,71305121.11,0.374762874
Lettuce,World,2013,0.059122896,7.05660374,28.45527778,10.38655783,72676474.32,0.37762366
Lima bean,World,2010,0.11,24,7.22,2.64,17848377.17,1.56
Lima bean,World,2011,0.1,24,7.05,2.57,17626823.54,1.52
Lima bean,World,2012,0.1,23,6.78,2.47,17122804.78,1.46
Lima bean,World,2013,0.1,23,6.82,2.49,17416335.39,1.47
Litchi,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Litchi,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Litchi,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Litchi,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Little millet,World,2010,0.3,29,9.58,3.5,23669289.69,0.76
Little millet,World,2011,0.28,27,9.18,3.35,22954374.43,0.73
Little millet,World,2012,0.28,27,9.02,3.29,22770925.65,0.71
Little millet,World,2013,0.28,27,9.02,3.29,23043935.97,0.71
Longan,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Longan,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Longan,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Longan,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Loquat,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Loquat,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Loquat,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Loquat,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Lupins,World,2010,0.019201742,2.275761984,0.662104502,0.241799711,1637054.977,0.140812773
Lupins,World,2011,0.020624093,2.417997108,0.692685054,0.253178521,1731787.704,0.147213353
Lupins,World,2012,0.020624093,2.417997108,0.706197391,0.25815675,1783971.593,0.150058056
Lupins,World,2013,0.022046444,2.631349794,0.758113211,0.276647316,1935604.743,0.160014515
Maca,World,2010,0.000533632,0.320179374,0.273219732,0.099789238,675754.8505,0.004269058
Maca,World,2011,0.000533632,0.320179374,0.281757849,0.102991032,703908.5734,0.004269058
Maca,World,2012,0.000533632,0.320179374,0.292430495,0.106726458,738572.795,0.004269058
Maca,World,2013,0.000533632,0.320179374,0.294031392,0.10726009,750709.8991,0.004269058
Macadamia nut,World,2010,0.044385965,0.578947365,0.232350876,0.08491228,574301.9581,0.015438596
Macadamia nut,World,2011,0.047859649,0.617543856,0.244701753,0.089157894,611444.6154,0.016210526
Macadamia nut,World,2012,0.047473684,0.617543856,0.246631577,0.089929824,623282.4919,0.016210526
Macadamia nut,World,2013,0.047859649,0.617543856,0.247789472,0.090315789,633308.5727,0.016596491
Mahuwa,World,2010,0.001387435,0.015415939,0.005241419,0.001849913,12902.00001,0.001079116
Mahuwa,World,2011,0.001387435,0.015415939,0.005858057,0.002158231,14798.36955,0.001233275
Mahuwa,World,2012,0.001387435,0.015415939,0.005858057,0.002158231,14673.19813,0.001233275
Mahuwa,World,2013,0.001387435,0.015415939,0.006012216,0.002158231,15272.98993,0.001233275
Maize,World,2010,2.07,151,48.48,17.69,119816582,3.46
Maize,World,2011,2.06,152,48.99,17.88,122467339.9,3.51
Maize,World,2012,2.1,154,49.39,18.03,124741658.8,3.54
Maize,World,2013,2.12,155,49.87,18.2,127382319.4,3.58
Mamey sapote,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Mamey sapote,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Mamey sapote,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Mamey sapote,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Mammee,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Mammee,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Mammee,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Mammee,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Mandarines,World,2010,0.03,9,34.2,12.48,84519995.15,0.17
Mandarines,World,2011,0.04,10,36.35,13.27,90866446.93,0.18
Mandarines,World,2012,0.03,10,34.59,12.63,87360162.57,0.17
Mandarines,World,2013,0.03,9,33.94,12.39,86693489.74,0.17
Mango,World,2010,0.019791578,1.679285412,3.955916635,1.444185454,9776747.464,0.020391323
Mango,World,2011,0.020391323,1.739259891,4.08306253,1.490365803,10205476.02,0.020991068
Mango,World,2012,0.020991068,1.79923437,4.219804342,1.540144621,10656770.6,0.021590812
Mango,World,2013,0.021590812,1.859208849,4.355346665,1.589923438,11123992.67,0.022190557
Mangosteen,World,2010,0.019791578,1.679285412,3.955916635,1.444185454,9776747.464,0.020391323
Mangosteen,World,2011,0.020391323,1.739259891,4.08306253,1.490365803,10205476.02,0.020991068
Mangosteen,World,2012,0.020991068,1.79923437,4.219804342,1.540144621,10656770.6,0.021590812
Mangosteen,World,2013,0.021590812,1.859208849,4.355346665,1.589923438,11123992.67,0.022190557
Maple sugar,World,2010,NA,25.9916435,7.447743747,2.717743738,18404662.9,0.001197772
Maple sugar,World,2011,NA,26.47075214,7.581894165,2.768050144,18951609.12,0.001197772
Maple sugar,World,2012,NA,26.83008362,7.686100293,2.805181064,19408527.96,0.001197772
Maple sugar,World,2013,NA,26.83008362,7.712451268,2.815961008,19699268.72,0.001197772
Marjoram,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Marjoram,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Marjoram,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Marjoram,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Mashua,World,2010,0.000533632,0.320179374,0.273219732,0.099789238,675754.8505,0.004269058
Mashua,World,2011,0.000533632,0.320179374,0.281757849,0.102991032,703908.5734,0.004269058
